RECTYPE,YEAR,CASEID,REGION,STATEFIP,MSASIZE,FAMINCOME,HH_SIZE,POVERTY130,POVERTY185,HH_CHILD,AGEYCHILD,HH_NUMADULTS,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,GENHEALTH,BMI,EDUC,EDUCYRS,VETSTAT,MULTJOBS,OCC2,FULLPART,UHRSWORKT,SPEMPNOT,PED,WBLADDER,ACT_FOOD,ACT_PCARE,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_TRAVEL,ACT_WORK
1,2012,2.01207E+13,2,18,5,4,1,,,0,999,1,1,1,3389049.308,85,2,110,3,4,,32,214,2,99,9999,99,9999,99,,10,75,545,140,456,0,0,0
1,2012,2.01207E+13,2,55,2,15,3,,,1,0,2,1,1,7127879.088,33,1,100,1,1,,21,112,2,99,9999,99,9999,1,,9,60,609,0,240,240,25,0
1,2012,2.01207E+13,4,6,4,1,3,,,1,11,2,1,1,2652407.003,48,2,100,1,99,,30,214,2,99,9999,99,9999,1,,999,80,720,0,470,0,50,0
1,2012,2.01207E+13,1,42,4,8,2,,,0,999,2,1,1,15942436.65,57,2,100,1,3,,21,112,2,99,9999,99,9999,0,,10,120,540,0,660,0,0,0
1,2012,2.01207E+13,3,48,0,11,2,,,0,999,2,1,1,14210696.45,73,1,100,5,4,,13,107,2,99,9999,99,9999,99,,8,65,600,0,510,0,20,0
1,2012,2.01207E+13,4,6,7,12,8,,,1,0,2,1,1,2247920.382,43,1,100,1,2,,40,216,2,0,170,1,65,0,,9,90,420,60,210,0,0,330
1,2012,2.01207E+13,4,6,5,15,1,,,0,999,1,1,1,4118433.055,72,1,100,3,3,,21,112,2,99,9999,99,9999,99,,4,60,630,0,460,0,260,0
1,2012,2.01207E+13,4,6,7,13,4,,,1,2,2,1,1,7038374.505,41,2,100,1,1,,30,215,2,99,9999,99,9999,1,,9,30,555,0,155,90,92,0
1,2012,2.01207E+13,2,17,6,14,1,,,0,999,1,1,1,2331734.815,43,2,100,4,99,,30,213,2,0,124,1,40,99,,999,100,490,0,291,440,105,0
1,2012,2.01207E+13,2,26,4,16,5,,,1,13,3,1,1,13365320.89,46,2,100,1,1,,40,216,2,0,150,2,10,1,,8,0,404,74,279,60,89,175
1,2012,2.01207E+13,4,6,2,7,1,,,0,999,1,1,1,3534027.728,28,1,100,6,3,,40,216,2,99,9999,99,9999,99,,9,90,570,0,311,30,89,0
1,2012,2.01207E+13,2,27,0,11,5,,,1,1,2,1,1,5867361.516,34,2,100,1,3,,30,215,2,0,127,2,34,1,,6,30,440,0,0,60,120,525
1,2012,2.01207E+13,1,25,4,12,1,,,0,999,1,1,1,1512511.544,46,1,110,6,2,,30,213,2,0,123,1,40,99,,8,30,780,0,590,0,40,0
1,2012,2.01207E+13,4,8,4,10,4,,,1,14,1,1,1,3977396.755,16,1,100,6,3,,14,109,99,99,9999,99,9999,99,,8,25,810,0,270,225,45,0
1,2012,2.01207E+13,1,9,5,14,2,,,0,999,2,1,1,8860194.663,73,1,100,1,2,,41,319,1,0,140,1,40,0,,8,110,463,0,120,120,145,480
1,2012,2.01207E+13,3,37,4,10,3,,,0,999,3,1,1,40263688.9,24,2,100,6,2,,30,214,2,1,140,2,25,99,,5,25,585,0,390,0,91,344
1,2012,2.01207E+13,2,29,5,15,4,,,1,8,2,1,1,5552963.422,39,1,100,1,4,,32,214,2,0,110,1,40,1,,9,90,420,0,0,60,90,765
1,2012,2.01207E+13,4,6,7,14,5,,,1,12,2,1,1,13131299.16,31,1,100,6,3,,30,112,2,0,190,1,40,1,,8,105,570,0,200,0,460,0
1,2012,2.01207E+13,3,13,3,15,2,,,0,999,2,1,1,9964593.759,50,2,100,1,3,,43,321,2,0,125,1,45,1,,8,75,395,0,250,0,35,660
1,2012,2.01207E+13,1,9,4,14,3,,,1,10,2,1,1,4927685.78,61,1,100,1,1,,41,319,2,99,9999,99,9999,1,,8,120,365,0,129,105,80,0
1,2012,2.01207E+13,3,48,7,15,1,,,0,999,1,1,1,1951928.928,65,1,100,3,3,,30,214,2,0,110,2,15,99,,7,45,485,0,570,0,65,40
1,2012,2.01207E+13,4,6,5,13,1,,,0,999,1,1,1,1583062.659,56,2,110,4,1,,30,215,2,0,150,1,50,99,,9,0,555,0,825,0,40,0
1,2012,2.01207E+13,3,12,5,12,2,,,0,999,2,1,1,12106606.25,28,1,100,1,4,,32,214,2,0,120,1,50,1,,7,90,572,0,148,0,93,455
1,2012,2.01207E+13,4,8,4,14,2,,,0,999,2,1,1,15456737.55,61,2,100,1,1,,40,216,2,0,110,1,60,1,,8,45,315,0,15,0,645,405
1,2012,2.01207E+13,1,33,6,13,1,,,0,999,1,1,1,9784211.122,26,1,100,6,1,,41,317,2,0,121,1,42,99,,9,10,600,0,514,130,120,0
1,2012,2.01207E+13,1,9,4,14,2,,,1,16,1,1,1,2786009.539,16,1,100,6,2,,15,110,99,99,9999,99,9999,99,,9,60,660,0,655,40,20,0
1,2012,2.01207E+13,1,42,3,14,1,,,0,999,1,1,1,1800917.188,51,1,100,4,2,,40,216,2,0,150,1,43,99,,8,25,482,0,480,210,36,0
1,2012,2.01207E+13,2,29,5,15,4,,,1,13,2,1,1,3539121.236,43,2,100,1,2,,40,216,2,0,111,1,40,1,,8,0,570,0,588,0,12,0
1,2012,2.01207E+13,4,6,7,13,2,,,1,11,1,1,1,1292621.931,37,2,131,4,1,,40,318,2,0,124,1,40,99,,7,138,658,0,330,0,203,0
1,2012,2.01207E+13,2,39,5,3,1,,,0,999,1,1,1,6168957.522,73,2,100,3,2,,21,112,2,99,9999,99,9999,99,,7,70,360,0,720,0,0,0
1,2012,2.01207E+13,3,22,4,10,5,,,0,999,5,1,1,16221425.23,70,2,110,3,2,,14,109,2,99,9999,99,9999,99,,8,20,635,0,785,0,0,0
1,2012,2.01207E+13,4,6,7,16,2,,,0,999,2,1,1,6573191.769,61,2,100,1,1,,21,112,2,0,150,1,48,1,,8,50,493,0,361,0,77,0
1,2012,2.01207E+13,3,48,7,14,3,,,0,999,3,1,1,16102765.21,58,2,100,1,1,,41,318,2,1,125,1,49,1,,9,75,525,30,215,70,60,10
1,2012,2.01207E+13,2,26,2,8,2,,,1,7,1,1,1,1738779.836,29,2,100,6,3,,21,112,2,0,110,1,50,99,,6,40,460,0,203,0,50,634
1,2012,2.01207E+13,2,29,0,12,4,,,1,0,2,1,1,5708217.153,31,1,100,1,2,,30,214,2,0,121,1,40,0,,5,86,490,0,50,0,250,435
1,2012,2.01207E+13,3,48,7,8,3,,,1,12,2,1,1,3658372.516,45,1,100,1,3,,14,109,2,0,170,1,40,0,,8,60,610,60,630,30,50,0
1,2012,2.01207E+13,1,34,7,10,2,,,0,999,2,1,1,11363112.03,72,1,100,1,2,,21,112,1,99,9999,99,9999,0,,7,150,545,0,313,40,62,0
1,2012,2.01207E+13,2,31,4,16,4,,,1,4,2,1,1,5520434.971,38,2,100,1,2,,42,320,2,0,127,2,28,1,,8,75,518,0,90,76,28,593
1,2012,2.01207E+13,2,39,0,14,4,,,1,2,2,1,1,7443822.621,33,1,100,1,2,,31,213,2,0,130,1,40,1,,7,0,475,0,0,60,60,480
1,2012,2.01207E+13,3,40,5,15,3,,,1,17,2,1,1,7792059.677,51,1,100,5,4,,21,112,1,0,200,1,60,1,,7,45,450,0,697,0,125,1
1,2012,2.01207E+13,3,12,4,14,5,,,1,3,2,1,1,2471487.085,42,1,100,1,3,,40,318,2,0,127,1,45,1,,8,80,655,0,180,120,100,0
1,2012,2.01207E+13,4,56,0,11,1,,,0,999,1,1,1,7869316.501,52,2,100,6,2,,41,318,2,0,122,1,40,99,,5,15,525,0,262,0,20,468
1,2012,2.01207E+13,4,6,7,15,4,,,1,5,2,1,1,2317637.302,40,1,100,1,2,,40,216,2,0,170,1,50,1,,9,170,530,0,125,60,50,330
1,2012,2.01207E+13,3,48,6,15,4,,,1,1,2,1,1,10867097.74,32,1,100,1,3,,42,320,2,0,124,1,45,0,,8,15,500,0,87,45,110,542
1,2012,2.01207E+13,2,31,0,7,3,,,1,14,2,1,1,4921606.722,66,2,100,1,2,,20,110,2,99,9999,99,9999,0,,10,40,500,0,335,45,40,0
1,2012,2.01207E+13,1,36,4,6,2,,,0,999,2,1,1,17493606.7,63,2,100,4,4,,31,215,2,99,9999,99,9999,99,,2,30,450,0,675,0,0,0
1,2012,2.01207E+13,1,36,7,4,5,,,1,11,3,1,1,16449193.94,18,2,110,6,3,,16,111,2,99,9999,99,9999,99,,8,10,375,0,210,0,535,0
1,2012,2.01207E+13,3,40,5,11,1,,,0,999,1,1,1,2168620.713,36,2,100,6,3,,41,318,2,99,9999,99,9999,99,,7,5,843,0,255,0,120,0
1,2012,2.01207E+13,2,18,0,11,3,,,1,4,1,1,1,2222897.268,24,2,100,5,3,,31,213,2,0,140,1,50,99,,8,30,540,0,439,135,74,0
1,2012,2.01207E+13,2,17,7,14,2,,,0,999,2,1,1,8755118.915,27,1,100,6,3,,41,318,2,0,120,1,40,99,,7,30,600,0,570,0,0,0
1,2012,2.01207E+13,3,12,7,12,2,,,0,999,2,1,1,6703727.508,76,1,100,1,3,,30,213,1,99,9999,99,9999,0,,2,60,460,0,735,60,10,0
1,2012,2.01207E+13,3,48,6,13,4,,,1,17,3,1,1,30992941,43,1,100,1,2,,14,109,2,0,121,1,55,1,,7,85,480,0,125,0,40,640
1,2012,2.01207E+13,1,34,7,7,1,,,0,999,1,1,1,2489144.736,75,2,100,3,4,,40,318,2,99,9999,99,9999,99,,8,90,660,0,235,0,35,0
1,2012,2.01207E+13,1,36,7,12,4,,,1,9,2,1,1,3109978.678,37,1,100,1,3,,21,112,2,99,9999,99,9999,1,,5,90,533,0,180,420,207,0
1,2012,2.01207E+13,3,13,6,16,4,,,1,5,2,1,1,6845621.869,38,2,110,1,2,,42,320,2,0,124,1,38,1,,6,62,515,0,180,0,85,468
1,2012,2.01207E+13,3,12,5,6,1,,,0,999,1,1,1,5287185.228,69,2,100,3,4,,30,213,2,99,9999,99,9999,99,,5,110,620,0,270,0,130,0
1,2012,2.01207E+13,3,37,2,11,2,,,0,999,2,1,1,13056481.91,65,1,100,1,3,,41,318,1,99,9999,99,9999,1,,6,80,620,10,535,0,0,0
1,2012,2.01207E+13,2,39,4,10,4,,,1,11,3,1,1,10418366.69,49,2,100,4,3,,21,112,2,0,140,2,9995,99,,4,130,542,0,308,0,14,416
1,2012,2.01207E+13,3,45,3,7,1,,,0,999,1,1,1,6178949.747,85,2,100,3,3,,21,112,2,99,9999,99,9999,99,,9,30,525,20,390,0,0,0
1,2012,2.01207E+13,3,21,5,11,3,,,0,999,1,1,1,4030543.644,50,1,100,4,3,,40,216,2,0,110,1,45,99,,5,15,510,0,110,0,210,510
1,2012,2.01207E+13,3,51,0,13,2,,,0,999,2,1,1,14232227.57,61,1,100,1,3,,30,214,2,0,110,1,50,0,,8,90,495,0,75,0,75,615
1,2012,2.01207E+13,2,18,2,10,2,,,1,17,1,1,1,2336204.06,48,2,100,4,3,,30,112,2,0,190,1,50,99,,7,0,540,0,253,0,7,360
1,2012,2.01207E+13,3,48,2,14,2,,,0,999,2,1,1,3598409.906,41,1,100,1,3,,15,110,2,0,200,1,54,1,,4,255,660,0,0,0,20,285
1,2012,2.01207E+13,3,51,6,15,1,,,0,999,1,1,1,3060609.878,50,2,100,4,3,,40,216,2,0,110,1,40,99,,8,70,690,0,470,0,4,0
1,2012,2.01207E+13,1,36,0,13,4,,,1,14,2,1,1,14491232.7,50,2,100,1,1,,41,319,2,99,9999,99,9999,1,,9,60,442,0,374,0,31,0
1,2012,2.01207E+13,3,24,0,11,3,,,0,999,3,1,1,8340766.159,58,1,100,1,4,,15,110,1,99,9999,99,9999,0,,5,300,464,0,165,0,45,0
1,2012,2.01207E+13,4,8,0,14,5,,,1,12,2,1,1,6785730.956,34,2,100,1,4,,21,112,2,0,200,1,40,1,,5,60,240,0,4,0,486,240
1,2012,2.01207E+13,2,17,0,4,1,,,0,999,1,1,1,6771689.917,80,2,100,3,4,,21,112,2,99,9999,99,9999,99,,3,25,458,10,587,0,5,0
1,2012,2.01207E+13,3,12,2,11,4,,,1,0,2,1,1,3284807.092,30,2,100,1,99,,32,214,2,99,9999,99,9999,1,,999,60,325,0,169,30,118,0
1,2012,2.01207E+13,1,36,5,11,2,,,0,999,2,1,1,8994723.968,80,1,100,1,2,,21,112,2,99,9999,99,9999,0,,8,45,615,0,425,20,180,0
1,2012,2.01207E+13,1,36,7,16,1,,,0,999,1,1,1,3653494.63,26,1,100,6,2,,42,320,2,0,124,1,55,99,,6,60,620,0,599,60,66,0
1,2012,2.01207E+13,3,12,0,7,1,,,0,999,1,1,1,4770053.071,22,1,131,6,1,,32,214,2,0,134,1,40,99,,4,15,480,0,90,0,120,585
1,2012,2.01207E+13,3,12,7,10,1,,,0,999,1,1,1,7111569.815,80,2,100,3,3,,21,112,2,99,9999,99,9999,99,,7,25,565,0,575,0,30,0
1,2012,2.01207E+13,4,6,7,9,3,,,0,999,3,1,1,3328107.21,41,2,100,4,99,,30,112,2,0,150,1,40,99,,999,60,594,0,240,0,66,0
1,2012,2.01207E+13,3,28,0,7,5,,,1,4,3,1,1,6573818.385,15,2,110,6,3,,14,109,99,99,9999,99,9999,99,,9,5,650,0,585,0,87,0
1,2012,2.01207E+13,2,17,7,16,5,,,1,12,3,1,1,15349791.1,16,1,100,6,2,,15,110,99,99,9999,99,9999,99,,8,60,375,0,490,0,35,0
1,2012,2.01207E+13,4,6,7,14,2,,,0,999,2,1,1,7828818.383,25,2,132,6,2,,40,216,2,99,9999,99,9999,1,,8,60,720,0,540,0,120,0
1,2012,2.01207E+13,4,6,5,13,3,,,1,1,2,1,1,9421874.663,32,1,131,1,4,,15,110,2,99,9999,99,9999,1,,5,90,600,0,435,0,90,0
1,2012,2.01207E+13,3,24,6,13,1,,,0,999,1,1,1,3038938.211,58,2,100,6,3,,21,112,2,99,9999,99,9999,99,,8,165,540,0,375,0,0,0
1,2012,2.01207E+13,2,20,5,15,4,,,1,14,3,1,1,9540837.02,44,2,100,1,2,,40,216,2,0,127,1,40,1,,7,90,555,0,180,120,260,0
1,2012,2.01207E+13,3,48,6,12,2,,,0,999,2,1,1,4092360.65,61,2,100,1,4,,13,107,2,0,130,1,40,0,,10,130,685,0,215,0,165,0
1,2012,2.01207E+13,3,1,0,1,1,,,0,999,1,1,1,2434657.46,47,1,100,6,3,,30,215,2,0,110,2,30,99,,6,70,482,0,58,0,0,813
1,2012,2.01207E+13,4,4,6,8,1,,,0,999,1,1,1,3860916.939,23,1,110,6,3,,21,112,2,0,200,1,40,99,,10,0,900,0,240,0,0,0
1,2012,2.01207E+13,3,12,7,11,2,,,0,999,2,1,1,10171691.17,50,2,110,6,3,,41,318,2,0,125,1,40,99,,6,30,540,0,470,0,80,320
1,2012,2.01207E+13,4,6,7,9,1,,,0,999,1,1,1,2462139.191,47,2,100,6,3,,41,318,2,0,127,1,40,99,,4,60,675,0,120,0,40,545
1,2012,2.01207E+13,4,6,6,15,2,,,1,17,1,1,1,5066985.27,17,1,100,6,4,,16,111,2,0,140,1,35,99,,8,15,810,0,585,0,0,0
1,2012,2.01207E+13,1,34,3,6,1,,,0,999,1,1,1,2502785.58,58,2,100,6,99,,40,216,2,99,9999,99,9999,99,,999,150,450,0,700,0,20,0
1,2012,2.01207E+13,1,42,0,4,4,,,1,2,2,1,1,6150579.547,36,1,100,1,2,,40,318,2,0,110,1,45,0,,7,45,410,0,35,180,110,585
1,2012,2.01207E+13,2,17,2,12,1,,,0,999,1,1,1,7479208.266,45,2,100,5,2,,32,214,2,1,150,1,65,99,,4,20,423,0,65,0,100,825
1,2012,2.01207E+13,3,51,5,7,1,,,0,999,1,1,1,1332386.386,57,2,110,4,2,,40,216,2,0,134,1,40,99,,10,135,485,165,290,0,185,0
1,2012,2.01207E+13,4,6,5,14,2,,,0,999,2,1,1,9681976.299,51,2,100,1,3,,30,112,2,0,150,1,36,1,,7,170,570,0,240,120,70,0
1,2012,2.01207E+13,1,34,7,14,4,,,1,6,3,1,1,3059454.608,63,2,100,4,4,,21,112,2,0,150,1,40,99,,5,435,600,0,65,120,30,0
1,2012,2.01207E+13,2,17,7,6,1,,,0,999,1,1,1,7346291.128,80,2,100,6,2,,40,216,2,99,9999,99,9999,99,,8,150,588,0,210,0,410,0
1,2012,2.01207E+13,3,48,0,14,4,,,1,9,2,1,1,4107548.393,53,2,100,1,5,,20,112,2,0,150,1,40,1,,3,5,525,0,485,0,300,0
1,2012,2.01207E+13,4,53,6,5,2,,,0,999,2,1,1,27025321.38,22,2,100,6,2,,40,216,2,0,110,1,39,1,,6,65,555,0,105,0,60,595
1,2012,2.01207E+13,4,32,5,14,3,,,1,11,1,1,1,1075763.686,42,2,100,4,3,,41,317,2,0,110,1,50,99,,10,25,740,0,470,0,160,0
1,2012,2.01207E+13,1,25,6,6,1,,,0,999,1,1,1,1224317.851,50,1,100,2,1,,31,214,2,0,150,1,40,99,,3,60,535,0,310,0,35,457
1,2012,2.01207E+13,3,12,5,15,2,,,0,999,2,1,1,15553571.89,68,2,100,1,3,,41,318,2,0,125,2,4,1,,8,30,630,0,150,30,0,0
1,2012,2.01207E+13,1,25,4,7,2,,,0,999,2,1,1,3648720.487,62,1,110,1,3,,16,111,2,99,9999,99,9999,0,,8,20,720,0,640,0,0,0
1,2012,2.01207E+13,3,21,5,11,5,,,1,4,1,1,1,6879671.271,33,2,110,5,2,,12,105,2,0,133,1,40,99,,10,5,860,0,480,0,30,0
1,2012,2.01207E+13,4,6,7,4,1,,,0,999,1,1,1,4560555.04,64,2,100,4,4,,11,102,2,99,9999,99,9999,99,,6,15,807,90,10,0,445,0
1,2012,2.01207E+13,3,21,5,6,4,,,1,11,1,1,1,10361220.01,34,2,110,6,4,,21,112,2,99,9999,99,9999,99,,5,40,555,0,435,0,20,0
1,2012,2.01207E+13,3,48,3,11,6,,,1,8,4,1,1,14433337.47,59,1,100,1,99,,30,213,2,0,170,1,50,0,,999,90,450,0,120,0,80,670
1,2012,2.01207E+13,2,27,6,14,2,,,0,999,2,1,1,7595298.567,18,1,100,6,2,,17,112,2,0,140,2,16,99,,7,55,470,135,400,50,100,0
1,2012,2.01207E+13,1,42,0,11,4,,,1,8,2,1,1,2980593.923,32,1,100,1,1,,21,112,2,0,110,1,65,1,,8,105,505,0,400,0,140,240
1,2012,2.01207E+13,4,8,5,1,1,,,0,999,1,1,1,6058877.663,33,2,100,6,1,,21,112,2,0,110,1,45,99,,7,75,460,0,190,0,75,530
1,2012,2.01207E+13,4,6,5,10,5,,,0,999,5,1,1,24103291.91,46,1,120,1,4,,16,111,2,0,150,1,40,0,,1,25,300,0,1115,0,0,0
1,2012,2.01207E+13,3,48,6,16,1,,,0,999,1,1,1,1938299.52,61,2,100,6,3,,40,216,1,0,121,1,41,99,,7,55,780,0,310,0,55,0
1,2012,2.01207E+13,3,13,6,6,2,,,0,999,2,1,1,8297392.774,68,2,100,1,4,,21,112,2,99,9999,99,9999,0,,10,60,420,0,795,0,0,0
1,2012,2.01207E+13,2,26,2,14,4,,,1,13,3,1,1,3285152.793,52,1,100,1,2,,43,321,2,0,110,1,9995,1,,7,110,521,0,229,0,460,0
1,2012,2.01207E+13,3,37,3,9,4,,,1,12,2,1,1,11774423.53,49,2,100,4,3,,30,112,2,0,140,1,55,99,,7,45,530,0,115,0,55,590
1,2012,2.01207E+13,3,37,4,15,3,,,1,16,2,1,1,12357448.15,41,2,100,1,4,,21,112,2,99,9999,99,9999,1,,3,50,900,0,260,0,0,0
1,2012,2.01207E+13,2,19,0,6,2,,,0,999,2,1,1,5235443.204,75,1,100,1,1,,40,216,1,0,110,1,60,0,,10,30,540,0,345,0,0,525
1,2012,2.01207E+13,4,30,2,15,6,,,1,12,3,1,1,12689658.27,40,1,100,1,3,,21,112,2,0,110,1,60,1,,5,30,480,0,120,0,20,760
1,2012,2.01207E+13,4,8,5,13,5,,,1,5,2,1,1,6807880.592,33,1,100,1,2,,30,213,2,0,121,1,40,1,,7,75,540,0,150,0,30,495
1,2012,2.01207E+13,3,22,0,5,1,,,0,999,1,1,1,2753404.462,66,1,100,6,99,,12,105,2,99,9999,99,9999,99,,999,60,420,0,780,60,0,0
1,2012,2.01207E+13,1,36,7,13,1,,,0,999,1,1,1,2426640.433,55,1,100,6,99,,30,213,2,0,150,1,40,99,,999,150,465,0,240,0,120,435
1,2012,2.01207E+13,2,20,0,16,4,,,1,14,2,1,1,3547150.012,46,1,100,1,2,,41,318,1,0,120,1,40,1,,9,45,565,0,315,0,160,45
1,2012,2.01207E+13,3,24,6,14,2,,,1,17,1,1,1,9764638.942,54,2,110,4,2,,43,321,2,0,111,1,50,99,,8,30,450,0,190,105,95,540
1,2012,2.01207E+13,1,36,4,9,1,,,0,999,1,1,1,2456054.783,55,2,100,4,2,,30,215,2,0,140,1,55,99,,6,85,639,0,105,0,166,300
1,2012,2.01207E+13,3,1,5,8,1,,,0,999,1,1,1,4826521.085,23,2,110,6,99,,40,216,2,0,140,1,40,99,,999,60,500,0,30,0,20,650
1,2012,2.01207E+13,2,39,3,4,3,,,0,999,1,1,1,4455225.336,50,1,100,5,3,,30,112,2,0,170,2,30,99,,5,40,400,0,340,100,85,455
1,2012,2.01207E+13,1,44,5,15,4,,,1,12,2,1,1,13572811.43,53,2,100,1,1,,40,216,2,0,121,2,20,1,,7,118,604,0,115,0,132,60
1,2012,2.01207E+13,3,48,6,11,3,,,1,0,2,1,1,16799821.81,23,1,100,6,2,,32,112,2,0,132,1,40,0,,6,60,500,0,180,0,60,0
1,2012,2.01207E+13,3,37,0,6,2,,,0,999,2,1,1,16419117.24,63,1,100,1,5,,30,214,2,99,9999,99,9999,0,,8,60,900,0,330,0,10,0
1,2012,2.01207E+13,1,34,7,15,3,,,1,15,2,1,1,4644127.539,53,1,100,1,3,,40,216,2,0,131,1,40,1,,8,30,360,0,170,0,115,725
1,2012,2.01207E+13,2,17,6,10,1,,,0,999,1,1,1,2183357.926,57,1,100,6,2,,40,216,2,0,127,1,40,99,,8,75,550,0,140,0,425,0
1,2012,2.01207E+13,3,37,3,14,4,,,1,10,2,1,1,2816943.508,41,1,100,1,2,,21,112,2,0,180,1,50,1,,8,30,515,0,450,0,30,0
1,2012,2.01207E+13,2,55,4,10,4,,,1,15,2,1,1,5112588.299,15,2,100,6,2,,13,107,99,0,133,2,9995,99,,8,30,585,0,305,0,80,215
1,2012,2.01207E+13,1,36,7,8,2,,,0,999,2,1,1,22616151.39,64,2,131,1,2,,21,112,2,99,9999,99,9999,0,,10,135,590,0,425,0,95,0
1,2012,2.01207E+13,3,45,4,6,1,,,0,999,1,1,1,5823978.336,62,2,100,3,2,,30,214,2,99,9999,99,9999,99,,5,20,692,0,396,0,27,0
1,2012,2.01207E+13,4,4,6,4,2,,,0,999,2,1,1,17574775.71,66,2,100,1,2,,21,112,2,99,9999,99,9999,0,,8,120,600,30,375,0,30,0
1,2012,2.01207E+13,3,24,6,14,2,,,0,999,2,1,1,3084374.443,25,1,100,1,3,,30,213,2,0,150,1,50,1,,10,50,745,0,300,0,160,3
1,2012,2.01207E+13,2,39,5,7,4,,,1,10,2,1,1,4532003.148,15,1,100,6,2,,13,107,99,99,9999,99,9999,99,,4,50,660,0,690,0,0,0
1,2012,2.01207E+13,3,48,2,11,4,,,0,999,4,1,1,24480474.45,47,1,100,1,3,,21,112,2,99,9999,99,9999,0,,9,60,550,10,295,0,85,0
1,2012,2.01207E+13,1,42,4,6,2,,,1,2,1,1,1,4487785.063,24,2,100,6,2,,30,213,2,0,110,1,50,99,,8,65,390,0,80,0,90,680
1,2012,2.01207E+13,3,1,0,7,1,,,0,999,1,1,1,2112167.649,56,1,100,4,3,,30,112,2,0,133,1,40,99,,6,20,615,0,565,0,50,0
1,2012,2.01207E+13,3,51,6,15,2,,,0,999,2,1,1,13885199.57,59,2,100,1,2,,40,216,1,0,124,1,38,0,,5,15,660,0,705,0,0,0
1,2012,2.01207E+13,3,47,5,6,2,,,1,3,1,1,1,4598886.809,29,2,110,6,4,,21,112,2,99,9999,99,9999,99,,5,120,670,0,5,0,80,0
1,2012,2.01207E+13,4,53,2,15,3,,,1,17,2,1,1,9708728.848,49,2,100,1,2,,41,317,2,0,125,1,50,1,,8,25,690,0,195,60,125,80
1,2012,2.01207E+13,3,1,0,6,5,,,1,4,2,1,1,2884301.316,35,2,100,1,2,,21,112,2,0,140,2,9995,1,,10,65,610,0,180,0,97,0
1,2012,2.01207E+13,3,48,6,9,1,,,0,999,1,1,1,8119539.201,77,2,100,4,2,,40,318,2,99,9999,99,9999,99,,8,90,525,0,574,0,85,0
1,2012,2.01207E+13,1,50,2,12,1,,,0,999,1,1,1,4769560.674,75,1,100,4,3,,43,321,1,99,9999,99,9999,99,,6,70,690,0,200,0,67,0
1,2012,2.01207E+13,3,48,7,5,3,,,1,1,1,1,1,2028163.383,33,2,100,6,1,,12,105,2,0,200,2,32,99,,10,30,900,0,270,0,0,0
1,2012,2.01207E+13,3,13,2,15,3,,,0,999,3,1,1,13431812.29,55,1,100,1,3,,21,112,2,0,140,1,55,1,,3,190,570,0,465,0,65,0
1,2012,2.01207E+13,4,8,5,13,2,,,1,17,1,1,1,2483550.662,17,1,100,6,2,,14,109,2,99,9999,99,9999,99,,5,10,685,105,210,240,40,150
1,2012,2.01207E+13,3,47,3,6,3,,,1,2,2,1,1,7098687.26,50,1,100,4,3,,16,111,2,99,9999,99,9999,0,,9,60,495,0,490,0,0,120
1,2012,2.01207E+13,3,48,7,12,6,,,1,15,5,1,1,5937127.243,15,2,131,6,4,,13,107,99,99,9999,99,9999,99,,7,105,760,0,395,0,0,0
1,2012,2.01207E+13,1,36,4,15,3,,,1,0,2,1,1,7704723.819,28,2,100,1,99,,40,318,2,0,127,2,25,1,,999,45,525,0,150,0,60,325
1,2012,2.01207E+13,2,27,6,6,1,,,0,999,1,1,1,1982025.427,80,2,100,3,3,,30,215,2,99,9999,99,9999,99,,6,45,525,100,650,0,20,0
1,2012,2.01207E+13,4,35,4,13,2,,,0,999,2,1,1,16810060.98,30,2,100,1,2,,40,216,2,0,120,1,38,1,,6,55,500,0,170,0,40,495
1,2012,2.01207E+13,2,26,6,14,4,,,1,14,2,1,1,5302317.88,41,1,100,1,3,,20,112,2,0,170,1,40,1,,4,40,750,0,120,0,0,0
1,2012,2.01207E+13,4,6,7,12,1,,,0,999,1,1,1,6320101.12,60,2,100,6,2,,30,214,2,0,140,1,40,99,,8,125,460,0,662,25,56,5
1,2012,2.01207E+13,3,12,7,7,4,,,0,999,4,1,1,18213022.53,80,2,100,1,2,,30,214,2,99,9999,99,9999,0,,0,22,810,0,608,0,0,0
1,2012,2.01207E+13,3,12,2,1,1,,,0,999,1,1,1,3227705.713,68,2,110,5,99,,13,107,2,0,133,2,2,99,,999,45,470,0,470,0,20,405
1,2012,2.01207E+13,2,26,6,15,3,,,0,999,3,1,1,4701850.066,58,1,100,1,1,,21,112,2,0,180,1,74,0,,9,230,440,0,420,0,210,0
1,2012,2.01207E+13,4,41,3,15,4,,,1,6,2,1,1,6679445.219,44,2,100,1,3,,31,215,2,0,127,1,36,1,,7,65,510,0,50,0,55,690
1,2012,2.01207E+13,2,55,0,16,3,,,1,3,2,1,1,6901237.942,32,1,100,1,3,,40,216,2,0,121,1,45,1,,8,67,390,0,65,0,127,562
1,2012,2.01207E+13,2,19,4,14,4,,,1,9,3,1,1,3099281.243,51,1,100,1,1,,21,112,2,0,133,1,40,0,,9,50,565,0,180,0,155,0
1,2012,2.01207E+13,4,6,6,15,4,,,1,16,3,1,1,4470199.307,16,1,131,6,3,,14,109,99,0,150,2,9995,99,,7,85,695,0,240,0,0,0
